Ticker,Company,Sector,Industry,Close_2014-12-09,Close_2014-12-23,Close_2015-02-05,Close_2015-04-09,Close_2015-10-30,Close_2016-07-19,Close_2016-09-05,Close_2017-07-27,Close_2022-11-04,Close_2024-11-07,Close_2024-12-19,Close_2025-02-17,Close_2025-02-18,Close_2025-02-19,Close_2025-02-20,Close_2025-02-21,Close_2025-02-24,Close_2025-02-25,Close_2025-02-26,Close_2025-02-27,Close_2025-03-04,Close_2025-04-01,Close_2025-04-30,Close_2025-05-14,Close_2025-05-19,Close_2025-05-23,Close_2025-06-09,Close_2025-06-10,Close_2025-06-11,Close_2025-06-12,Close_2025-06-13,Close_2025-06-16,Close_2025-06-17,Close_2025-06-18,Close_2025-06-19,Close_2025-06-20,Close_2025-08-05,Close_2025-12-02,Close_2026-01-22,Close_2026-01-23,Close_2026-01-28,Close_2026-01-29,Close_2026-01-30,Close_2026-02-02,Close_2026-02-03,Close_2026-02-04,Close_2026-02-05,Close_2026-02-06,Close_2026-02-09,Close_2026-02-10,Close_2026-02-11,Close_2026-02-12,Close_2026-02-13,Close_2026-02-16,Close_2026-02-17,Close_2026-02-18,Close_2026-02-19,Close_2026-02-20,Close_2026-02-23,Close_2026-02-24,Close_2026-02-25,Close_2026-02-26,Close_2026-02-27,Close_2026-03-02,Close_2026-03-03,Close_2026-03-04,Close_2026-03-05,Close_2026-03-06,Close_2026-03-09,Close_2026-03-10,Close_2026-03-11,Volume_2014-12-09,Volume_2014-12-23,Volume_2015-02-05,Volume_2015-04-09,Volume_2015-10-30,Volume_2016-07-19,Volume_2016-09-05,Volume_2017-07-27,Volume_2022-11-04,Volume_2024-11-07,Volume_2024-12-19,Volume_2025-02-17,Volume_2025-02-18,Volume_2025-02-19,Volume_2025-02-20,Volume_2025-02-21,Volume_2025-02-24,Volume_2025-02-25,Volume_2025-02-26,Volume_2025-02-27,Volume_2025-03-04,Volume_2025-04-01,Volume_2025-04-30,Volume_2025-05-14,Volume_2025-05-19,Volume_2025-05-23,Volume_2025-06-09,Volume_2025-06-10,Volume_2025-06-11,Volume_2025-06-12,Volume_2025-06-13,Volume_2025-06-16,Volume_2025-06-17,Volume_2025-06-18,Volume_2025-06-19,Volume_2025-06-20,Volume_2025-08-05,Volume_2025-12-02,Volume_2026-01-22,Volume_2026-01-23,Volume_2026-01-28,Volume_2026-01-29,Volume_2026-01-30,Volume_2026-02-02,Volume_2026-02-03,Volume_2026-02-04,Volume_2026-02-05,Volume_2026-02-06,Volume_2026-02-09,Volume_2026-02-10,Volume_2026-02-11,Volume_2026-02-12,Volume_2026-02-13,Volume_2026-02-16,Volume_2026-02-17,Volume_2026-02-18,Volume_2026-02-19,Volume_2026-02-20,Volume_2026-02-23,Volume_2026-02-24,Volume_2026-02-25,Volume_2026-02-26,Volume_2026-02-27,Volume_2026-03-02,Volume_2026-03-03,Volume_2026-03-04,Volume_2026-03-05,Volume_2026-03-06,Volume_2026-03-09,Volume_2026-03-10,Volume_2026-03-11
NMG,Nation Media Group,Consumer Services,Media,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,14.4,14.05,14.3,14.25,14.3,14.0,14.0,13.9,13.6,15.8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,14946.0,7885.0,15103.0,4661.0,33117.0,3536.0,2719.0,69329.0,10653.0,198424.0
NSE,Nairobi Securities Exchange Ltd,Financials,—,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,21.65,22.45,22.35,21.5,21.5,21.3,21.45,21.9,22.0,21.05,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,770422.0,574992.0,467680.0,1112931.0,1925084.0,83869.0,228741.0,177373.0,41101.0,369188.0
OCH,Olympia Capital Holdings Ltd,Industrials,—,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,8.04,8.18,7.78,7.68,7.82,7.78,7.08,7.76,8.0,7.98,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5405.0,45842.0,4858.0,6667.0,3838.0,21535.0,713.0,4015.0,6056.0,8046.0
PORT,East African Portland Cement,Industrials,—,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,82.5,,,,84.75,84.0,82.25,83.25,83.75,83.75,83.75,82.25,82.25,83.25,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1778.0,,,,959.0,3017.0,4646.0,15710.0,5391.0,289.0,1307.0,245.0,544.0,648.0
SCAN,ScanGroup Ltd,Consumer Services,—,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.45,,,,2.47,2.48,2.43,2.43,2.32,2.36,2.4,2.43,2.43,2.41,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,208347.0,,,,47004.0,74243.0,33982.0,258019.0,303587.0,150267.0,24613.0,37924.0,10368.0,276760.0
SGL,Standard Group Ltd,Consumer Services,—,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6.38,6.34,6.22,6.16,6.32,6.32,6.26,6.16,6.04,6.42,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,7981.0,1407.0,4560.0,8301.0,18915.0,15976.0,4378.0,3994.0,2751.0,37494.0
SKL,Shri Krishana Overseas Ltd,Industrials,General Industrials,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,10.05,10.45,10.2,10.35,10.3,10.05,9.82,10.1,10.35,9.44,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,11328.0,2472.0,4638.0,984.0,2617.0,5751.0,7061.0,6795.0,10620.0,3082.0
SLAM,Sanlam Kenya Plc,Financials,—,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,10.15,10.3,10.55,10.45,10.05,10.2,10.3,10.45,10.7,10.35,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,30648.0,33127.0,5182.0,21735.0,52527.0,8096.0,69122.0,6862.0,21635.0,50208.0
SMER,Sameer Africa Plc,Consumer Goods,—,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,19.85,19.4,19.8,18.3,16.95,16.95,17.05,18.15,18.15,18.3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,17767.0,15496.0,10601.0,34956.0,43080.0,37131.0,104127.0,48800.0,14661.0,23217.0
SMWF,Satrix MSCI World Feeder ETF,Financials,Investment Services,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,850.0,850.0,850.0,850.0,851.0,851.0,865.0,865.0,865.0,865.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,56.0,27.0,50.0,188.0,50.0,1246.0,61.0,9.0,36.0,45.0,
TCL,TransCentury Plc,Industrials,—,,,,,,,,,,,,,,,,,,,,,,,,,,,1.16,1.18,1.17,1.17,1.19,1.17,1.2,1.21,1.2,1.12,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,49700.0,249800.0,508900.0,90000.0,85500.0,274800.0,216200.0,30900.0,14900.0,493600.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
TPSE,TPS Eastern Africa Serena Limited,Consumer Services,—,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,15.8,,,16.25,,16.85,16.95,,17.3,,17.2,17.1,17.2,17.2,16.55,17.1,16.2,16.4,17.0,16.85,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,462.0,,,122548.0,,6224.0,96921.0,,7678.0,,1628.0,1028.0,2705.0,2297.0,9918.0,13632.0,5732.0,4595.0,421.0,1382.0,,
UCHM,Uchumi Supermarket Limited,Consumer Services,—,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.21,2.43,2.67,2.93,2.71,2.45,2.21,1.99,1.8,1.82,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1285338.0,1098419.0,1922280.0,2394342.0,1262142.0,626230.0,156265.0,360133.0,1463534.0,1895807.0,,
UMME,Umeme Ltd,Utilities,—,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,8.96,8.84,8.8,8.46,8.72,8.9,8.88,8.66,8.66,8.9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,41527.0,83794.0,60524.0,31179.0,35616.0,36722.0,30496.0,35275.0,12263.0,350634.0
UNGA,Unga Group Ltd,Consumer Goods,—,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,27.15,,,,28.2,30.95,32.55,32.55,32.55,31.4,31.0,30.05,29.85,30.1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4285.0,,,,42667.0,84195.0,20920.0,18876.0,2188.0,8266.0,12302.0,5309.0,3370.0,4802.0
WTK,Williamson Tea Kenya Ltd,Consumer Goods,—,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,145.0,143.0,142.25,141.0,141.0,143.0,142.25,140.0,140.0,140.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,136091.0,74064.0,13608.0,16593.0,5105.0,8478.0,7971.0,204825.0,126852.0,5647.0
XPRS,Express Kenya Ltd,Consumer Services,—,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,7.68,7.58,7.82,7.78,7.98,7.98,7.68,7.56,7.24,7.48,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,17029.0,28447.0,13851.0,4910.0,8135.0,1749.0,35137.0,20366.0,5382.0,24541.0
