Ticker,Company,Sector,Industry,Close_2014-12-09,Close_2014-12-23,Close_2015-02-05,Close_2015-04-09,Close_2015-10-30,Close_2016-07-19,Close_2016-09-05,Close_2017-07-27,Close_2022-11-04,Close_2024-11-07,Close_2024-12-19,Close_2025-02-17,Close_2025-02-18,Close_2025-02-19,Close_2025-02-20,Close_2025-02-21,Close_2025-02-24,Close_2025-02-25,Close_2025-02-26,Close_2025-02-27,Close_2025-03-04,Close_2025-04-01,Close_2025-04-30,Close_2025-05-14,Close_2025-05-19,Close_2025-05-23,Close_2025-06-09,Close_2025-06-10,Close_2025-06-11,Close_2025-06-12,Close_2025-06-13,Close_2025-06-16,Close_2025-06-17,Close_2025-06-18,Close_2025-06-19,Close_2025-06-20,Close_2025-08-05,Close_2025-12-02,Close_2026-01-22,Close_2026-01-23,Close_2026-01-28,Close_2026-01-29,Close_2026-01-30,Close_2026-02-02,Close_2026-02-03,Close_2026-02-04,Close_2026-02-05,Close_2026-02-06,Close_2026-02-09,Close_2026-02-10,Close_2026-02-11,Close_2026-02-12,Close_2026-02-13,Close_2026-02-16,Close_2026-02-17,Close_2026-02-18,Close_2026-02-19,Close_2026-02-20,Close_2026-02-23,Close_2026-02-24,Close_2026-02-25,Close_2026-02-26,Close_2026-02-27,Close_2026-03-02,Close_2026-03-03,Close_2026-03-04,Close_2026-03-05,Volume_2014-12-09,Volume_2014-12-23,Volume_2015-02-05,Volume_2015-04-09,Volume_2015-10-30,Volume_2016-07-19,Volume_2016-09-05,Volume_2017-07-27,Volume_2022-11-04,Volume_2024-11-07,Volume_2024-12-19,Volume_2025-02-17,Volume_2025-02-18,Volume_2025-02-19,Volume_2025-02-20,Volume_2025-02-21,Volume_2025-02-24,Volume_2025-02-25,Volume_2025-02-26,Volume_2025-02-27,Volume_2025-03-04,Volume_2025-04-01,Volume_2025-04-30,Volume_2025-05-14,Volume_2025-05-19,Volume_2025-05-23,Volume_2025-06-09,Volume_2025-06-10,Volume_2025-06-11,Volume_2025-06-12,Volume_2025-06-13,Volume_2025-06-16,Volume_2025-06-17,Volume_2025-06-18,Volume_2025-06-19,Volume_2025-06-20,Volume_2025-08-05,Volume_2025-12-02,Volume_2026-01-22,Volume_2026-01-23,Volume_2026-01-28,Volume_2026-01-29,Volume_2026-01-30,Volume_2026-02-02,Volume_2026-02-03,Volume_2026-02-04,Volume_2026-02-05,Volume_2026-02-06,Volume_2026-02-09,Volume_2026-02-10,Volume_2026-02-11,Volume_2026-02-12,Volume_2026-02-13,Volume_2026-02-16,Volume_2026-02-17,Volume_2026-02-18,Volume_2026-02-19,Volume_2026-02-20,Volume_2026-02-23,Volume_2026-02-24,Volume_2026-02-25,Volume_2026-02-26,Volume_2026-02-27,Volume_2026-03-02,Volume_2026-03-03,Volume_2026-03-04,Volume_2026-03-05
PORT,East African Portland Cement Co. Ltd,Industrials,—,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,82.5,80.75,84.25,80.5,84.75,84.0,82.25,83.25,83.75,83.75,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1778.0,5900.0,1230.0,16898.0,959.0,3017.0,4646.0,15710.0,5391.0,289.0
SCAN,ScanGroup Limited,Consumer Services,—,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.45,2.45,2.43,2.42,2.47,2.48,2.43,2.43,2.32,2.36,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,208347.0,39695.0,91287.0,69000.0,47004.0,74243.0,33982.0,258019.0,303587.0,150267.0
SGL,Standard Group Limited,Consumer Services,—,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6.36,6.36,6.42,6.14,6.38,6.34,6.22,6.16,6.32,6.32,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,12492.0,4670.0,3129.0,4849.0,7981.0,1407.0,4560.0,8301.0,18915.0,15976.0
SKL,Shri Krishana Overseas Ltd,Industrials,General Industrials,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,10.05,11.0,10.7,10.5,10.05,10.45,10.2,10.35,10.3,10.05,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,26350.0,61126.0,6409.0,27593.0,11328.0,2472.0,4638.0,984.0,2617.0,5751.0
SLAM,Sanlam Kenya Plc,Financials,—,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,9.88,10.05,10.05,10.3,10.15,10.3,10.55,10.45,10.05,10.2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,31299.0,95381.0,33431.0,17547.0,30648.0,33127.0,5182.0,21735.0,52527.0,8096.0
SMER,Sameer Africa Plc,Consumer Goods,—,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,20.65,19.8,20.25,20.45,19.85,19.4,19.8,18.3,16.95,16.95,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,27786.0,16747.0,51712.0,11106.0,17767.0,15496.0,10601.0,34956.0,43080.0,37131.0
SMWF,Satrix MSCI World Feeder ETF,Financials,Investment Services,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,864.0,864.0,850.0,850.0,850.0,850.0,850.0,851.0,851.0,865.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,47.0,105.0,30.0,56.0,27.0,50.0,188.0,50.0,1246.0,61.0
TCL,Trans Century Limited,Industrials,—,,,,,,,,,,,,,,,,,,,,,,,,,,,1.16,1.18,1.17,1.17,1.19,1.17,1.2,1.21,1.2,1.12,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,49700.0,249800.0,508900.0,90000.0,85500.0,274800.0,216200.0,30900.0,14900.0,493600.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
TPSE,TPS Eastern Africa Serena Limited,Consumer Services,—,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,15.8,,,16.25,17.85,16.85,16.95,17.15,17.3,17.15,17.2,17.1,17.2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,462.0,,,122548.0,12617.0,6224.0,96921.0,1456.0,7678.0,543.0,1628.0,1028.0,2705.0,,,,,
UCHM,Uchumi Supermarket Limited,Consumer Services,—,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.84,2.01,2.21,2.43,2.67,2.93,2.71,2.45,2.21,1.99,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1863641.0,1480821.0,1285338.0,1098419.0,1922280.0,2394342.0,1262142.0,626230.0,156265.0,360133.0
UMME,Umeme Limited,Utilities,—,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,9.1,9.1,8.9,9.06,8.96,8.84,8.8,8.46,8.72,8.9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,47269.0,127829.0,2003600.0,49170.0,41527.0,83794.0,60524.0,31179.0,35616.0,36722.0
UNGA,Unga Group Limited,Consumer Goods,—,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,27.15,26.75,25.55,24.95,28.2,30.95,32.55,32.55,32.55,31.4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4285.0,3411.0,3502.0,1960.0,42667.0,84195.0,20920.0,18876.0,2188.0,8266.0
WTK,Williamson Tea Kenya Limited,Consumer Goods,—,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,143.75,143.5,143.5,142.75,145.0,143.0,142.25,141.0,141.0,143.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,21850.0,18514.0,7771.0,19567.0,136091.0,74064.0,13608.0,16593.0,5105.0,8478.0
XPRS,Express Kenya Limited,Consumer Services,—,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,7.74,7.94,7.94,7.96,7.68,7.58,7.82,7.78,7.98,7.98,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,9589.0,8170.0,6781.0,5893.0,17029.0,28447.0,13851.0,4910.0,8135.0,1749.0
